i;t;s;bs;T;
1908;41.416;2822.51;2822.51;4.71013;
1909;41.511;2820.76;2820.76;4.71013;
1910;41.526;2820.76;2820.76;4.71013;
1911;41.548;2822.31;2820.76;4.71013;
1912;41.567;2822.31;2820.76;4.71013;
1913;41.587;2822.4;2820.76;4.71013;
1914;41.608;2822.4;2820.76;4.71013;
1915;41.63;2822.38;2820.76;4.71013;
1916;41.648;2826.32;2820.76;4.71013;
1917;41.67;2826.32;2820.76;4.71013;
1918;41.69;2826.05;2820.76;4.71013;
1919;41.709;2826.57;2820.76;4.71013;
1920;41.734;2826.57;2820.76;4.71013;
1921;41.748;2825.02;2820.76;4.71013;
1922;41.766;2825;2820.76;4.71013;
1923;41.784;2831.5;2820.76;4.71013;
1924;41.804;2831.5;2820.76;4.71013;
1925;41.82;2834.51;2820.76;4.71013;
1926;41.843;2828.01;2820.76;4.71013;
1927;41.864;2831.71;2820.76;4.71013;
1928;41.881;2831.71;2820.76;4.71013;
1929;41.904;2831.71;2820.76;4.71013;
1930;41.921;2831.18;2820.76;4.71013;
1931;41.94;2827.25;2820.76;4.71013;
1932;41.961;2825.41;2820.76;4.71013;
1933;41.976;2821.71;2820.76;4.71013;
1934;41.995;2821.71;2820.76;4.71013;
1935;42.014;2821.71;2820.76;4.23911;
1936;42.037;2821.71;2820.76;4.23911;
1937;42.06;2821.71;2820.76;4.23911;
1938;42.083;2825.41;2820.76;4.23911;
1939;42.102;2831.6;2820.76;4.23911;
1940;42.12;2832.67;2820.76;4.23911;
1941;42.135;2832.67;2820.76;4.23911;
1942;42.158;2826.48;2820.76;4.23911;
1943;42.177;2826.4;2820.76;4.23911;
1944;42.192;2826.4;2820.76;4.23911;
1945;42.207;2826.4;2820.76;4.23911;
1946;42.224;2826.4;2820.76;4.23911;
1947;42.248;2826.48;2820.76;4.23911;
1948;42.263;2826.4;2820.76;4.23911;
1949;42.281;2832.9;2820.76;4.23911;
1950;42.301;2829.89;2820.76;4.23911;
1951;42.32;2826.19;2820.76;4.23911;
1952;42.336;2826.27;2820.76;4.23911;
1953;42.35;2826.27;2820.76;4.23911;
1954;42.371;2826.27;2820.76;4.23911;
1955;42.386;2826.27;2820.76;4.23911;
1956;42.408;2826.27;2820.76;4.23911;
1957;42.424;2826.27;2820.76;4.23911;
1958;42.448;2826.27;2820.76;4.23911;
1959;42.537;2819.78;2819.78;4.23911;
1960;42.555;2819.78;2819.78;4.23911;
1961;42.574;2823.61;2819.78;4.23911;
1962;42.59;2825.16;2819.78;4.23911;
1963;42.607;2821.33;2819.78;4.23911;
1964;42.627;2825.27;2819.78;4.23911;
1965;42.645;2825.27;2819.78;4.23911;
1966;42.665;2825.36;2819.78;4.23911;
1967;42.683;2825.37;2819.78;4.23911;
1968;42.703;2825.28;2819.78;4.23911;
1969;42.726;2828.4;2819.78;4.23911;
1970;42.743;2828.4;2819.78;4.23911;
1971;42.764;2828.39;2819.78;4.23911;
1972;42.784;2828.4;2819.78;4.23911;
1973;42.803;2827.66;2819.78;4.23911;
1974;42.826;2827.66;2819.78;4.23911;
1975;42.847;2827.66;2819.78;4.23911;
1976;42.864;2828.1;2819.78;4.23911;
1977;42.886;2824.16;2819.78;4.23911;
1978;42.902;2825.35;2819.78;4.23911;
1979;42.919;2830.15;2819.78;4.23911;
1980;42.937;2830.13;2819.78;4.23911;
1981;42.952;2824.87;2819.78;4.23911;
1982;42.975;2824.87;2819.78;4.23911;
1983;42.991;2825.64;2819.78;4.23911;
1984;43.011;2820.84;2819.78;4.23911;
1985;43.03;2821.59;2819.78;4.23911;
1986;43.051;2825.29;2819.78;4.23911;
1987;43.067;2825.29;2819.78;4.23911;
1988;43.087;2825.29;2819.78;4.23911;
1989;43.104;2825.29;2819.78;4.23911;
1990;43.121;2825.29;2819.78;4.23911;
1991;43.144;2825.38;2819.78;4.23911;
1992;43.163;2824.19;2819.78;4.23911;
1993;43.182;2824.19;2819.78;4.23911;
1994;43.202;2823.41;2819.78;3.8152;
1995;43.223;2824.23;2819.78;3.8152;
1996;43.246;2829.27;2819.78;3.8152;
1997;43.263;2829.11;2819.78;3.8152;
1998;43.283;2829.19;2819.78;3.8152;
1999;43.3;2829.1;2819.78;3.8152;
2000;43.32;2829.1;2819.78;3.8152;
2001;43.339;2826.91;2819.78;3.8152;
2002;43.357;2821.86;2819.78;3.8152;
2003;43.376;2821.86;2819.78;3.8152;
2004;43.394;2821.03;2819.78;3.8152;
2005;43.411;2821.81;2819.78;3.8152;
2006;43.431;2821.81;2819.78;3.8152;
2007;43.455;2821.81;2819.78;3.8152;
2008;43.474;2828.31;2819.78;3.8152;
2009;43.494;2828.36;2819.78;3.8152;
2010;43.51;2821.86;2819.78;3.8152;
2011;43.532;2825.69;2819.78;3.8152;
2012;43.549;2825.69;2819.78;3.8152;
2013;43.571;2821.99;2819.78;3.8152;
2014;43.592;2821.74;2819.78;3.8152;
2015;43.606;2822.92;2819.78;3.8152;
2016;43.697;2794.14;2794.14;3.8152;
2017;43.714;2794.14;2794.14;3.8152;
2018;43.732;2794.4;2794.14;3.8152;
2019;43.822;2793.65;2793.65;3.8152;
2020;43.839;2793.65;2793.65;3.8152;
2021;43.856;2793.65;2793.65;3.8152;
2022;43.873;2793.65;2793.65;3.8152;
2023;43.889;2794.63;2793.65;3.8152;
2024;43.906;2795.95;2793.65;3.8152;
2025;43.992;2790.27;2790.27;3.8152;
2026;44.083;2789.08;2789.08;3.8152;
2027;44.173;2788.3;2788.3;3.8152;
2028;44.191;2788.3;2788.3;3.8152;
2029;44.282;2787.83;2787.83;3.8152;
2030;44.296;2787.83;2787.83;3.8152;
2031;44.313;2787.83;2787.83;3.8152;
2032;44.33;2787.83;2787.83;3.8152;
2033;44.345;2787.83;2787.83;3.8152;
2034;44.361;2787.83;2787.83;3.8152;
2035;44.452;2779.6;2779.6;3.8152;
2036;44.541;2779.57;2779.57;3.8152;
2037;44.555;2783.26;2779.57;3.8152;
2038;44.571;2788.42;2779.57;3.8152;
2039;44.59;2786.58;2779.57;3.8152;
2040;44.607;2786.58;2779.57;3.8152;
2041;44.624;2787.77;2779.57;3.8152;
2042;44.646;2787.8;2779.57;3.8152;
2043;44.66;2789.03;2779.57;3.8152;
2044;44.683;2789.58;2779.57;3.8152;
2045;44.7;2789.58;2779.57;3.8152;
2046;44.72;2790.36;2779.57;3.8152;
2047;44.736;2796.14;2779.57;3.8152;
2048;44.75;2796.14;2779.57;3.8152;
2049;44.766;2794.95;2779.57;3.8152;
2050;44.787;2794.95;2779.57;3.8152;
2051;44.803;2794.45;2779.57;3.8152;
2052;44.82;2794.45;2779.57;3.8152;
2053;44.841;2790.87;2779.57;3.8152;
2054;44.858;2790.87;2779.57;3.8152;
2055;44.878;2789.64;2779.57;3.8152;
2056;44.904;2790.42;2779.57;3.43368;
2057;44.92;2790.42;2779.57;3.43368;
2058;44.942;2789.64;2779.57;3.43368;
2059;44.96;2789.45;2779.57;3.43368;
2060;44.981;2788.67;2779.57;3.43368;
2061;45.001;2782.88;2779.57;3.43368;
2062;45.015;2782.85;2779.57;3.43368;
2063;45.039;2784.04;2779.57;3.43368;
2064;45.056;2783.71;2779.57;3.43368;
2065;45.075;2789.82;2779.57;3.43368;
2066;45.09;2789.84;2779.57;3.43368;
2067;45.107;2794.64;2779.57;3.43368;
2068;45.132;2788.52;2779.57;3.43368;
2069;45.148;2788.44;2779.57;3.43368;
2070;45.168;2788.44;2779.57;3.43368;
2071;45.184;2788.44;2779.57;3.43368;
2072;45.199;2788.44;2779.57;3.43368;
2073;45.215;2788;2779.57;3.43368;
2074;45.231;2784.17;2779.57;3.43368;
2075;45.247;2784.33;2779.57;3.43368;
2076;45.262;2785.11;2779.57;3.43368;
2077;45.277;2785.11;2779.57;3.43368;
2078;45.293;2786.09;2779.57;3.43368;
2079;45.308;2786.09;2779.57;3.43368;
2080;45.323;2787.27;2779.57;3.43368;
2081;45.338;2787.62;2779.57;3.43368;
2082;45.354;2787.62;2779.57;3.43368;
2083;45.368;2786.56;2779.57;3.43368;
2084;45.383;2785.53;2779.57;3.43368;
2085;45.398;2785.97;2779.57;3.43368;
2086;45.414;2785.81;2779.57;3.43368;
2087;45.429;2785.81;2779.57;3.43368;
2088;45.446;2785.81;2779.57;3.43368;
2089;45.461;2784.98;2779.57;3.43368;
2090;45.546;2778.48;2778.48;3.43368;
2091;45.561;2778.48;2778.48;3.43368;
2092;45.576;2779.26;2778.48;3.43368;
2093;45.59;2779.26;2778.48;3.43368;
2094;45.606;2780.45;2778.48;3.43368;
2095;45.621;2779.67;2778.48;3.43368;
2096;45.639;2779.67;2778.48;3.43368;
2097;45.654;2779.83;2778.48;3.43368;
2098;45.67;2781.51;2778.48;3.43368;
2099;45.684;2781.51;2778.48;3.43368;
2100;45.698;2781.51;2778.48;3.43368;
2101;45.713;2781.51;2778.48;3.43368;
2102;45.729;2781.51;2778.48;3.43368;
2103;45.744;2781.51;2778.48;3.43368;
2104;45.76;2784.59;2778.48;3.43368;
2105;45.775;2784.59;2778.48;3.43368;
2106;45.791;2785.65;2778.48;3.43368;
2107;45.806;2785.7;2778.48;3.43368;
2108;45.822;2784.47;2778.48;3.43368;
2109;45.837;2783.41;2778.48;3.43368;
2110;45.852;2783.41;2778.48;3.43368;
2111;45.867;2783.25;2778.48;3.43368;
2112;45.884;2784.03;2778.48;3.43368;
2113;45.899;2786.08;2778.48;3.43368;
2114;45.915;2787.16;2778.48;3.43368;
2115;45.93;2781.88;2778.48;3.43368;
2116;45.946;2781.45;2778.48;3.43368;
2117;45.961;2781.6;2778.48;3.09031;
2118;45.978;2782.67;2778.48;3.09031;
2119;45.993;2780.62;2778.48;3.09031;
2120;46.009;2779.84;2778.48;3.09031;
2121;46.026;2780.62;2778.48;3.09031;
2122;46.042;2780.62;2778.48;3.09031;
2123;46.057;2779.54;2778.48;3.09031;
2124;46.072;2779.54;2778.48;3.09031;
2125;46.089;2779.54;2778.48;3.09031;
2126;46.104;2779.54;2778.48;3.09031;
2127;46.12;2779.54;2778.48;3.09031;
2128;46.136;2779.54;2778.48;3.09031;
2129;46.152;2779.54;2778.48;3.09031;
2130;46.168;2779.38;2778.48;3.09031;
2131;46.256;2778.31;2778.31;3.09031;
2132;46.272;2778.31;2778.31;3.09031;
2133;46.357;2777.53;2777.53;3.09031;
2134;46.372;2777.53;2777.53;3.09031;
2135;46.389;2777.53;2777.53;3.09031;
2136;46.407;2777.96;2777.53;3.09031;
2137;46.421;2777.9;2777.53;3.09031;
2138;46.438;2779.13;2777.53;3.09031;
2139;46.453;2779.22;2777.53;3.09031;
2140;46.469;2780.28;2777.53;3.09031;
2141;46.487;2780.55;2777.53;3.09031;
2142;46.503;2786.04;2777.53;3.09031;
2143;46.52;2783.13;2777.53;3.09031;
2144;46.537;2783.13;2777.53;3.09031;
2145;46.553;2783.13;2777.53;3.09031;
2146;46.57;2783.04;2777.53;3.09031;
2147;46.584;2779.96;2777.53;3.09031;
2148;46.6;2782.97;2777.53;3.09031;
2149;46.617;2782.69;2777.53;3.09031;
2150;46.632;2782.68;2777.53;3.09031;
2151;46.649;2782.98;2777.53;3.09031;
2152;46.664;2788.77;2777.53;3.09031;
2153;46.681;2788.77;2777.53;3.09031;
2154;46.695;2788.77;2777.53;3.09031;
2155;46.71;2788.76;2777.53;3.09031;
2156;46.726;2788.76;2777.53;3.09031;
2157;46.742;2789.43;2777.53;3.09031;
2158;46.76;2790.61;2777.53;3.09031;
2159;46.776;2790.24;2777.53;3.09031;
2160;46.791;2790.25;2777.53;3.09031;
2161;46.806;2789.02;2777.53;3.09031;
2162;46.822;2786.01;2777.53;3.09031;
2163;46.837;2784.95;2777.53;3.09031;
2164;46.854;2784.95;2777.53;3.09031;
2165;46.868;2786.01;2777.53;3.09031;
2166;46.885;2786;2777.53;3.09031;
2167;46.899;2787.67;2777.53;3.09031;
2168;46.915;2787.67;2777.53;3.09031;
2169;46.93;2787.67;2777.53;3.09031;
2170;46.946;2787;2777.53;3.09031;
2171;46.96;2785.33;2777.53;3.09031;
2172;46.976;2787;2777.53;3.09031;
2173;46.991;2788.97;2777.53;3.09031;
2174;47.007;2784.39;2777.53;3.09031;
2175;47.02;2782.72;2777.53;3.09031;
2176;47.035;2782.72;2777.53;3.09031;
2177;47.05;2782.72;2777.53;3.09031;
2178;47.065;2782.44;2777.53;3.09031;
2179;47.082;2782.82;2777.53;3.09031;
2180;47.097;2784.21;2777.53;2.78128;
2181;47.113;2784.21;2777.53;2.78128;
2182;47.129;2785.41;2777.53;2.78128;
2183;47.145;2785.39;2777.53;2.78128;
2184;47.159;2784.2;2777.53;2.78128;
2185;47.175;2784.29;2777.53;2.78128;
2186;47.19;2784.29;2777.53;2.78128;
2187;47.206;2784.2;2777.53;2.78128;
2188;47.22;2784.2;2777.53;2.78128;
2189;47.237;2785.39;2777.53;2.78128;
2190;47.251;2785.39;2777.53;2.78128;
2191;47.267;2784.2;2777.53;2.78128;
2192;47.282;2784.2;2777.53;2.78128;
2193;47.298;2784.51;2777.53;2.78128;
2194;47.312;2782.28;2777.53;2.78128;
2195;47.329;2783.46;2777.53;2.78128;
2196;47.344;2783.46;2777.53;2.78128;
2197;47.359;2786.47;2777.53;2.78128;
2198;47.375;2786.47;2777.53;2.78128;
2199;47.39;2785.27;2777.53;2.78128;
2200;47.406;2785.27;2777.53;2.78128;
2201;47.422;2785.27;2777.53;2.78128;
2202;47.437;2784.95;2777.53;2.78128;
2203;47.452;2786.03;2777.53;2.78128;
2204;47.467;2786.03;2777.53;2.78128;
2205;47.482;2786.02;2777.53;2.78128;
2206;47.498;2786.02;2777.53;2.78128;
2207;47.513;2789.91;2777.53;2.78128;
2208;47.528;2795.35;2777.53;2.78128;
2209;47.543;2795.35;2777.53;2.78128;
2210;47.558;2795.35;2777.53;2.78128;
2211;47.573;2795.35;2777.53;2.78128;
2212;47.589;2795.07;2777.53;2.78128;
2213;47.603;2795.39;2777.53;2.78128;
2214;47.619;2795.07;2777.53;2.78128;
2215;47.635;2791.18;2777.53;2.78128;
2216;47.651;2791.45;2777.53;2.78128;
2217;47.667;2790.37;2777.53;2.78128;
2218;47.682;2790.37;2777.53;2.78128;
2219;47.697;2791.5;2777.53;2.78128;
2220;47.713;2791.5;2777.53;2.78128;
2221;47.73;2791.5;2777.53;2.78128;
2222;47.744;2790.73;2777.53;2.78128;
2223;47.759;2790.73;2777.53;2.78128;
2224;47.775;2791.91;2777.53;2.78128;
2225;47.792;2791.91;2777.53;2.78128;
2226;47.806;2791.91;2777.53;2.78128;
2227;47.822;2791.91;2777.53;2.78128;
2228;47.838;2791.91;2777.53;2.78128;
2229;47.854;2794.07;2777.53;2.78128;
2230;47.871;2791.91;2777.53;2.78128;
2231;47.886;2792.59;2777.53;2.78128;
2232;47.903;2794.9;2777.53;2.78128;
2233;47.918;2794.9;2777.53;2.78128;
2234;47.934;2794.58;2777.53;2.78128;
2235;47.95;2799.38;2777.53;2.78128;
2236;47.965;2799.38;2777.53;2.78128;
2237;47.981;2799.38;2777.53;2.78128;
2238;47.996;2799.38;2777.53;2.50315;
2239;48.01;2799.35;2777.53;2.50315;
2240;48.027;2799.38;2777.53;2.50315;
2241;48.042;2799.23;2777.53;2.50315;
2242;48.057;2799.38;2777.53;2.50315;
2243;48.073;2794.31;2777.53;2.50315;
2244;48.089;2794.31;2777.53;2.50315;
2245;48.104;2794.31;2777.53;2.50315;
2246;48.119;2794.31;2777.53;2.50315;
2247;48.134;2792;2777.53;2.50315;
2248;48.148;2791.33;2777.53;2.50315;
2249;48.164;2792.41;2777.53;2.50315;
2250;48.179;2792.72;2777.53;2.50315;
2251;48.196;2792.72;2777.53;2.50315;
2252;48.211;2792.72;2777.53;2.50315;
2253;48.228;2792.45;2777.53;2.50315;
2254;48.243;2787.65;2777.53;2.50315;
2255;48.26;2787.92;2777.53;2.50315;
2256;48.275;2786.63;2777.53;2.50315;
2257;48.291;2786.72;2777.53;2.50315;
2258;48.305;2786.72;2777.53;2.50315;
2259;48.321;2787.39;2777.53;2.50315;
2260;48.338;2787.39;2777.53;2.50315;
2261;48.353;2786.7;2777.53;2.50315;
2262;48.369;2786.7;2777.53;2.50315;
2263;48.384;2786.7;2777.53;2.50315;
2264;48.399;2786.7;2777.53;2.50315;
2265;48.415;2786.7;2777.53;2.50315;
2266;48.431;2786.7;2777.53;2.50315;
2267;48.447;2786.7;2777.53;2.50315;
2268;48.462;2786.7;2777.53;2.50315;
2269;48.477;2786.38;2777.53;2.50315;
2270;48.493;2784.03;2777.53;2.50315;
2271;48.508;2784.03;2777.53;2.50315;
2272;48.523;2782.85;2777.53;2.50315;
2273;48.538;2782.85;2777.53;2.50315;
2274;48.553;2783.28;2777.53;2.50315;
2275;48.571;2783.28;2777.53;2.50315;
2276;48.585;2783.28;2777.53;2.50315;
2277;48.602;2785.59;2777.53;2.50315;
2278;48.617;2785.16;2777.53;2.50315;
2279;48.634;2785.16;2777.53;2.50315;
2280;48.648;2785.16;2777.53;2.50315;
2281;48.664;2785.3;2777.53;2.50315;
2282;48.678;2785.3;2777.53;2.50315;
2283;48.693;2785.3;2777.53;2.50315;
2284;48.708;2785.3;2777.53;2.50315;
2285;48.723;2785.14;2777.53;2.50315;
2286;48.739;2785.14;2777.53;2.50315;
2287;48.753;2785.14;2777.53;2.50315;
2288;48.769;2783.84;2777.53;2.50315;
2289;48.783;2783.84;2777.53;2.50315;
2290;48.8;2783.84;2777.53;2.50315;
2291;48.814;2783.75;2777.53;2.50315;
2292;48.83;2783.91;2777.53;2.50315;
2293;48.845;2783.91;2777.53;2.50315;
2294;48.861;2783.88;2777.53;2.50315;
2295;48.877;2779.41;2777.53;2.50315;
2296;48.894;2780.7;2777.53;2.50315;
2297;48.909;2781.76;2777.53;2.50315;
2298;48.926;2779.45;2777.53;2.50315;
2299;48.941;2779.45;2777.53;2.50315;
2300;48.956;2779.54;2777.53;2.50315;
2301;48.971;2778.24;2777.53;2.25284;
2302;48.987;2784.74;2777.53;2.25284;
2303;49.002;2778.24;2777.53;2.25284;
2304;49.018;2779.43;2777.53;2.25284;
2305;49.033;2779.43;2777.53;2.25284;
2306;49.119;2774.48;2774.48;2.25284;
2307;49.133;2776.8;2774.48;2.25284;
2308;49.148;2776.8;2774.48;2.25284;
2309;49.163;2776.8;2774.48;2.25284;
2310;49.177;2776.8;2774.48;2.25284;
2311;49.193;2776.8;2774.48;2.25284;
2312;49.208;2776.8;2774.48;2.25284;
2313;49.223;2777.23;2774.48;2.25284;
2314;49.238;2774.92;2774.48;2.25284;
2315;49.254;2774.92;2774.48;2.25284;
2316;49.268;2774.93;2774.48;2.25284;
2317;49.284;2774.93;2774.48;2.25284;
2318;49.373;2774.26;2774.26;2.25284;
2319;49.388;2774.26;2774.26;2.25284;
2320;49.481;2773.96;2773.96;2.25284;
2321;49.572;2772.77;2772.77;2.25284;
2322;49.588;2772.77;2772.77;2.25284;
2323;49.61;2772.77;2772.77;2.25284;
2324;49.631;2772.77;2772.77;2.25284;
2325;49.65;2777.73;2772.77;2.25284;
2326;49.671;2777.73;2772.77;2.25284;
2327;49.692;2775.47;2772.77;2.25284;
2328;49.709;2778.21;2772.77;2.25284;
2329;49.731;2778.21;2772.77;2.25284;
2330;49.746;2778.21;2772.77;2.25284;
2331;49.764;2778.21;2772.77;2.25284;
2332;49.782;2778.21;2772.77;2.25284;
2333;49.801;2778.21;2772.77;2.25284;
2334;49.819;2778.21;2772.77;2.25284;
2335;49.84;2777.19;2772.77;2.25284;
2336;49.86;2777.21;2772.77;2.25284;
2337;49.881;2780.91;2772.77;2.25284;
2338;49.901;2780.91;2772.77;2.25284;
2339;49.922;2780.91;2772.77;2.25284;
2340;49.939;2780.91;2772.77;2.25284;
2341;49.961;2780.91;2772.77;2.25284;
2342;49.978;2778.17;2772.77;2.25284;
2343;49.993;2778.17;2772.77;2.25284;
2344;50.013;2779.36;2772.77;2.25284;
2345;50.029;2779.36;2772.77;2.25284;
2346;50.052;2780.13;2772.77;2.25284;
2347;50.067;2780.41;2772.77;2.25284;
2348;50.087;2776.71;2772.77;2.25284;
2349;50.105;2777.62;2772.77;2.25284;
2350;50.121;2777.62;2772.77;2.25284;
2351;50.139;2777.62;2772.77;2.25284;
2352;50.155;2776.85;2772.77;2.25284;
2353;50.173;2776.86;2772.77;2.25284;
2354;50.187;2779.12;2772.77;2.25284;
2355;50.205;2778.21;2772.77;2.25284;
2356;50.221;2778.21;2772.77;2.25284;
2357;50.24;2773.25;2772.77;2.25284;
2358;50.255;2773.25;2772.77;2.02755;
2359;50.274;2773.23;2772.77;2.02755;
2360;50.361;2772.17;2772.17;2.02755;
2361;50.381;2772.17;2772.17;2.02755;
2362;50.401;2772.17;2772.17;2.02755;
2363;50.418;2772.17;2772.17;2.02755;
2364;50.441;2772.17;2772.17;2.02755;
2365;50.53;2770.98;2770.98;2.02755;
2366;50.545;2770.98;2770.98;2.02755;
2367;50.563;2770.98;2770.98;2.02755;
2368;50.577;2770.98;2770.98;2.02755;
2369;50.594;2777.48;2770.98;2.02755;
2370;50.608;2777.48;2770.98;2.02755;
2371;50.625;2778.15;2770.98;2.02755;
2372;50.642;2779.21;2770.98;2.02755;
2373;50.656;2779.06;2770.98;2.02755;
2374;50.671;2782.75;2770.98;2.02755;
2375;50.687;2783.66;2770.98;2.02755;
2376;50.702;2783.66;2770.98;2.02755;
2377;50.718;2783.66;2770.98;2.02755;
2378;50.733;2783.66;2770.98;2.02755;
2379;50.748;2783.66;2770.98;2.02755;
2380;50.764;2783.66;2770.98;2.02755;
2381;50.78;2783.23;2770.98;2.02755;
2382;50.795;2783.23;2770.98;2.02755;
2383;50.811;2783.7;2770.98;2.02755;
2384;50.827;2783.7;2770.98;2.02755;
2385;50.843;2784.47;2770.98;2.02755;
2386;50.858;2777.98;2770.98;2.02755;
2387;50.874;2778.14;2770.98;2.02755;
2388;50.89;2778.14;2770.98;2.02755;
2389;50.905;2777.46;2770.98;2.02755;
2390;50.921;2777.46;2770.98;2.02755;
2391;50.938;2777.46;2770.98;2.02755;
2392;50.954;2777.46;2770.98;2.02755;
2393;50.969;2777.46;2770.98;2.02755;
2394;50.985;2780.47;2770.98;2.02755;
2395;51.002;2780.47;2770.98;2.02755;
2396;51.016;2780.2;2770.98;2.02755;
2397;51.032;2779.29;2770.98;2.02755;
2398;51.049;2779.29;2770.98;2.02755;
2399;51.063;2779.29;2770.98;2.02755;
2400;51.08;2779.29;2770.98;2.02755;
2401;51.095;2779.29;2770.98;2.02755;
2402;51.111;2778.82;2770.98;2.02755;
2403;51.127;2784.67;2770.98;2.02755;
2404;51.142;2785.85;2770.98;2.02755;
2405;51.157;2785.85;2770.98;2.02755;
2406;51.173;2785.85;2770.98;2.02755;
2407;51.188;2781.63;2770.98;2.02755;
2408;51.203;2780.44;2770.98;2.02755;
2409;51.218;2777.43;2770.98;2.02755;
2410;51.234;2777.43;2770.98;2.02755;
2411;51.249;2777.43;2770.98;2.02755;
2412;51.264;2777.88;2770.98;2.02755;
2413;51.283;2778.79;2770.98;2.02755;
2414;51.297;2778.35;2770.98;2.02755;
2415;51.314;2778.35;2770.98;2.02755;
2416;51.33;2778.26;2770.98;2.02755;
2417;51.345;2778.26;2770.98;1.8248;
2418;51.363;2778.24;2770.98;1.8248;
2419;51.378;2778.33;2770.98;1.8248;
2420;51.394;2778.24;2770.98;1.8248;
2421;51.409;2778.24;2770.98;1.8248;
2422;51.426;2781.33;2770.98;1.8248;
2423;51.444;2781.33;2770.98;1.8248;
2424;51.459;2780.27;2770.98;1.8248;
2425;51.476;2780.27;2770.98;1.8248;
2426;51.492;2779.11;2770.98;1.8248;
2427;51.507;2779.9;2770.98;1.8248;
2428;51.522;2779.9;2770.98;1.8248;
2429;51.538;2776.2;2770.98;1.8248;
2430;51.553;2776.2;2770.98;1.8248;
2431;51.568;2777.12;2770.98;1.8248;
2432;51.584;2777.12;2770.98;1.8248;
2433;51.599;2777.12;2770.98;1.8248;
2434;51.617;2777.12;2770.98;1.8248;
2435;51.632;2774.04;2770.98;1.8248;
2436;51.649;2774.06;2770.98;1.8248;
2437;51.662;2774.04;2770.98;1.8248;
2438;51.679;2774.04;2770.98;1.8248;
2439;51.695;2774.04;2770.98;1.8248;
2440;51.711;2774.04;2770.98;1.8248;
2441;51.726;2774.04;2770.98;1.8248;
2442;51.743;2773.57;2770.98;1.8248;
2443;51.757;2773.57;2770.98;1.8248;
2444;51.773;2773.57;2770.98;1.8248;
2445;51.787;2773.57;2770.98;1.8248;
2446;51.803;2773.57;2770.98;1.8248;
2447;51.817;2773.66;2770.98;1.8248;
2448;51.834;2772.73;2770.98;1.8248;
2449;51.849;2772.73;2770.98;1.8248;
2450;51.865;2772.73;2770.98;1.8248;
2451;51.882;2772.73;2770.98;1.8248;
2452;51.897;2772.73;2770.98;1.8248;
2453;51.914;2772.76;2770.98;1.8248;
2454;51.929;2772.78;2770.98;1.8248;
2455;51.945;2772.78;2770.98;1.8248;
2456;51.96;2772.78;2770.98;1.8248;
2457;51.976;2772.78;2770.98;1.8248;
2458;51.992;2772.78;2770.98;1.8248;
2459;52.008;2772.75;2770.98;1.8248;
2460;52.022;2772.75;2770.98;1.8248;
2461;52.037;2772.73;2770.98;1.8248;
2462;52.052;2772.73;2770.98;1.8248;
2463;52.067;2772.73;2770.98;1.8248;
2464;52.082;2772.73;2770.98;1.8248;
2465;52.097;2772.92;2770.98;1.8248;
2466;52.112;2772.92;2770.98;1.8248;
2467;52.129;2772.73;2770.98;1.8248;
2468;52.143;2771.82;2770.98;1.8248;
2469;52.16;2771.82;2770.98;1.8248;
2470;52.174;2771.82;2770.98;1.8248;
2471;52.191;2773.01;2770.98;1.8248;
2472;52.205;2773.2;2770.98;1.8248;
2473;52.222;2772.01;2770.98;1.8248;
2474;52.237;2771.92;2770.98;1.8248;
2475;52.253;2772.84;2770.98;1.8248;
2476;52.268;2772.17;2770.98;1.8248;
2477;52.284;2772.17;2770.98;1.64232;
2478;52.299;2772.17;2770.98;1.64232;
2479;52.315;2772.17;2770.98;1.64232;
2480;52.33;2773.23;2770.98;1.64232;
2481;52.346;2772.45;2770.98;1.64232;
2482;52.362;2772.45;2770.98;1.64232;
2483;52.378;2772.45;2770.98;1.64232;
2484;52.393;2772.45;2770.98;1.64232;
2485;52.408;2772.45;2770.98;1.64232;
2486;52.424;2772.45;2770.98;1.64232;
2487;52.44;2773.23;2770.98;1.64232;
2488;52.455;2773.23;2770.98;1.64232;
2489;52.47;2773.23;2770.98;1.64232;
2490;52.486;2773.23;2770.98;1.64232;
2491;52.5;2773.23;2770.98;1.64232;
2492;52.516;2773.23;2770.98;1.64232;
2493;52.531;2773.23;2770.98;1.64232;
2494;52.547;2773.23;2770.98;1.64232;
2495;52.562;2774.15;2770.98;1.64232;
2496;52.578;2773.85;2770.98;1.64232;
2497;52.592;2773.85;2770.98;1.64232;
2498;52.608;2774.63;2770.98;1.64232;
2499;52.628;2774.63;2770.98;1.64232;
2500;52.643;2774.72;2770.98;1.64232;
2501;52.66;2774.63;2770.98;1.64232;
2502;52.675;2774.63;2770.98;1.64232;
2503;52.692;2774.63;2770.98;1.64232;
2504;52.71;2774.63;2770.98;1.64232;
2505;52.726;2774.64;2770.98;1.64232;
2506;52.742;2774.64;2770.98;1.64232;
2507;52.758;2774.64;2770.98;1.64232;
2508;52.773;2774.64;2770.98;1.64232;
2509;52.788;2774.64;2770.98;1.64232;
2510;52.803;2774.73;2770.98;1.64232;
2511;52.821;2774.73;2770.98;1.64232;
2512;52.836;2774.73;2770.98;1.64232;
2513;52.853;2774.73;2770.98;1.64232;
2514;52.867;2774.73;2770.98;1.64232;
2515;52.884;2774.73;2770.98;1.64232;
