i;t;s;bs;T;
1302;31.521;2668.44;2646.56;13.5085;
1303;31.535;2668.14;2646.56;13.5085;
1304;31.547;2670.27;2646.56;13.5085;
1305;31.564;2668.14;2646.56;13.5085;
1306;31.58;2668.03;2646.56;13.5085;
1307;31.596;2667.11;2646.56;13.5085;
1308;31.611;2663.72;2646.56;13.5085;
1309;31.626;2663.72;2646.56;13.5085;
1310;31.64;2663.72;2646.56;13.5085;
1311;31.653;2664.64;2646.56;13.5085;
1312;31.665;2667.37;2646.56;13.5085;
1313;31.679;2667.37;2646.56;13.5085;
1314;31.694;2664.64;2646.56;13.5085;
1315;31.708;2663.72;2646.56;13.5085;
1316;31.719;2665.76;2646.56;13.5085;
1317;31.735;2665.76;2646.56;13.5085;
1318;31.75;2667.36;2646.56;13.5085;
1319;31.762;2666.27;2646.56;13.5085;
1320;31.779;2666.38;2646.56;13.5085;
1321;31.794;2667.3;2646.56;13.5085;
1322;31.805;2667.59;2646.56;13.5085;
1323;31.821;2670.22;2646.56;13.5085;
1324;31.835;2671.31;2646.56;12.1577;
1325;31.85;2671.31;2646.56;12.1577;
1326;31.866;2672.76;2646.56;12.1577;
1327;31.881;2672.15;2646.56;12.1577;
1328;31.895;2675.27;2646.56;12.1577;
1329;31.908;2672.15;2646.56;12.1577;
1330;31.921;2669.52;2646.56;12.1577;
1331;31.937;2669.52;2646.56;12.1577;
1332;31.951;2668.43;2646.56;12.1577;
1333;31.965;2680.91;2646.56;12.1577;
1334;31.98;2678.86;2646.56;12.1577;
1335;31.997;2666.39;2646.56;12.1577;
1336;32.014;2666.39;2646.56;12.1577;
1337;32.026;2666.39;2646.56;12.1577;
1338;32.042;2660.86;2646.56;12.1577;
1339;32.055;2657.35;2646.56;12.1577;
1340;32.071;2654.13;2646.56;12.1577;
1341;32.088;2655.08;2646.56;12.1577;
1342;32.104;2655.08;2646.56;12.1577;
1343;32.117;2655.08;2646.56;12.1577;
1344;32.131;2654.16;2646.56;12.1577;
1345;32.143;2654.16;2646.56;12.1577;
1346;32.159;2653.7;2646.56;12.1577;
1347;32.171;2656.43;2646.56;12.1577;
1348;32.186;2652.34;2646.56;12.1577;
1349;32.203;2652.33;2646.56;12.1577;
1350;32.283;2646.05;2646.05;12.1577;
1351;32.296;2646.69;2646.05;12.1577;
1352;32.312;2649.91;2646.05;12.1577;
1353;32.326;2650.82;2646.05;12.1577;
1354;32.341;2650.82;2646.05;12.1577;
1355;32.356;2654.48;2646.05;12.1577;
1356;32.371;2650.48;2646.05;12.1577;
1357;32.387;2650.48;2646.05;12.1577;
1358;32.404;2650.48;2646.05;12.1577;
1359;32.417;2649.87;2646.05;12.1577;
1360;32.432;2649.87;2646.05;12.1577;
1361;32.448;2650.7;2646.05;12.1577;
1362;32.464;2653.32;2646.05;12.1577;
1363;32.478;2655.75;2646.05;12.1577;
1364;32.491;2656.36;2646.05;12.1577;
1365;32.507;2655.53;2646.05;12.1577;
1366;32.518;2661.07;2646.05;12.1577;
1367;32.534;2663.73;2646.05;12.1577;
1368;32.547;2664.19;2646.05;12.1577;
1369;32.563;2664.01;2646.05;12.1577;
1370;32.578;2664.63;2646.05;12.1577;
1371;32.594;2666.58;2646.05;12.1577;
1372;32.608;2666.28;2646.05;12.1577;
1373;32.619;2663.65;2646.05;12.1577;
1374;32.636;2670.43;2646.05;12.1577;
1375;32.651;2663.65;2646.05;12.1577;
1376;32.666;2663.65;2646.05;12.1577;
1377;32.678;2664.74;2646.05;12.1577;
1378;32.692;2663.83;2646.05;12.1577;
1379;32.707;2663.83;2646.05;12.1577;
1380;32.72;2662.51;2646.05;12.1577;
1381;32.735;2662.51;2646.05;12.1577;
1382;32.746;2662.05;2646.05;12.1577;
1383;32.763;2665.89;2646.05;12.1577;
1384;32.777;2670.17;2646.05;12.1577;
1385;32.792;2668.56;2646.05;12.1577;
1386;32.807;2669.47;2646.05;12.1577;
1387;32.819;2665.82;2646.05;12.1577;
1388;32.83;2664.73;2646.05;12.1577;
1389;32.847;2661.05;2646.05;10.9419;
1390;32.863;2662.5;2646.05;10.9419;
1391;32.88;2662.5;2646.05;10.9419;
1392;32.891;2660.17;2646.05;10.9419;
1393;32.905;2656.63;2646.05;10.9419;
1394;32.922;2657.72;2646.05;10.9419;
1395;32.935;2657.72;2646.05;10.9419;
1396;32.948;2657.72;2646.05;10.9419;
1397;32.962;2655.31;2646.05;10.9419;
1398;32.977;2654.69;2646.05;10.9419;
1399;32.99;2655.57;2646.05;10.9419;
1400;33.005;2657.18;2646.05;10.9419;
1401;33.016;2657.64;2646.05;10.9419;
1402;33.032;2656.03;2646.05;10.9419;
1403;33.043;2657.64;2646.05;10.9419;
1404;33.059;2656.55;2646.05;10.9419;
1405;33.076;2656.55;2646.05;10.9419;
1406;33.089;2657.64;2646.05;10.9419;
1407;33.105;2656.73;2646.05;10.9419;
1408;33.117;2659.35;2646.05;10.9419;
1409;33.131;2658.26;2646.05;10.9419;
1410;33.142;2657.66;2646.05;10.9419;
1411;33.158;2656.78;2646.05;10.9419;
1412;33.17;2657.66;2646.05;10.9419;
1413;33.183;2657.65;2646.05;10.9419;
1414;33.199;2658.57;2646.05;10.9419;
1415;33.211;2659.17;2646.05;10.9419;
1416;33.225;2658.25;2646.05;10.9419;
1417;33.238;2658.43;2646.05;10.9419;
1418;33.255;2657.97;2646.05;10.9419;
1419;33.267;2655.54;2646.05;10.9419;
1420;33.282;2654.93;2646.05;10.9419;
1421;33.299;2653.37;2646.05;10.9419;
1422;33.313;2658.34;2646.05;10.9419;
1423;33.326;2655.17;2646.05;10.9419;
1424;33.341;2658.39;2646.05;10.9419;
1425;33.356;2660.52;2646.05;10.9419;
1426;33.373;2661.61;2646.05;10.9419;
1427;33.389;2661.61;2646.05;10.9419;
1428;33.403;2660.52;2646.05;10.9419;
1429;33.419;2661.61;2646.05;10.9419;
1430;33.433;2661.27;2646.05;10.9419;
1431;33.446;2656.3;2646.05;10.9419;
1432;33.461;2656.3;2646.05;10.9419;
1433;33.474;2656.3;2646.05;10.9419;
1434;33.488;2657.21;2646.05;10.9419;
1435;33.503;2656.33;2646.05;10.9419;
1436;33.517;2660.61;2646.05;10.9419;
1437;33.532;2663.27;2646.05;10.9419;
1438;33.546;2663.27;2646.05;10.9419;
1439;33.562;2663.3;2646.05;10.9419;
1440;33.581;2661.84;2646.05;10.9419;
1441;33.6;2661.84;2646.05;10.9419;
1442;33.619;2661.84;2646.05;10.9419;
1443;33.637;2663.3;2646.05;10.9419;
1444;33.648;2660.87;2646.05;10.9419;
1445;33.664;2667.64;2646.05;10.9419;
1446;33.688;2660.87;2646.05;10.9419;
1447;33.705;2660.87;2646.05;10.9419;
1448;33.719;2660.87;2646.05;10.9419;
1449;33.739;2667.64;2646.05;10.9419;
1450;33.752;2667.54;2646.05;10.9419;
1451;33.765;2673.91;2646.05;10.9419;
1452;33.782;2680.09;2646.05;10.9419;
1453;33.797;2680.06;2646.05;9.8477;
1454;33.811;2678.53;2646.05;9.8477;
1455;33.828;2682.37;2646.05;9.8477;
1456;33.842;2682.37;2646.05;9.8477;
1457;33.857;2679.22;2646.05;9.8477;
1458;33.873;2675.38;2646.05;9.8477;
1459;33.888;2688.16;2646.05;9.8477;
1460;33.904;2685.78;2646.05;9.8477;
1461;33.918;2684;2646.05;9.8477;
1462;33.933;2682.91;2646.05;9.8477;
1463;33.951;2682.93;2646.05;9.8477;
1464;33.967;2682.93;2646.05;9.8477;
1465;33.985;2682.55;2646.05;9.8477;
1466;33.999;2684.96;2646.05;9.8477;
1467;34.012;2684.96;2646.05;9.8477;
1468;34.026;2686.05;2646.05;9.8477;
1469;34.041;2684.1;2646.05;9.8477;
1470;34.055;2683.01;2646.05;9.8477;
1471;34.075;2686.4;2646.05;9.8477;
1472;34.092;2686.23;2646.05;9.8477;
1473;34.111;2686.19;2646.05;9.8477;
1474;34.122;2674.33;2646.05;9.8477;
1475;34.139;2675.42;2646.05;9.8477;
1476;34.158;2674.33;2646.05;9.8477;
1477;34.174;2674.33;2646.05;9.8477;
1478;34.195;2669.84;2646.05;9.8477;
1479;34.209;2669.84;2646.05;9.8477;
1480;34.225;2668.79;2646.05;9.8477;
1481;34.241;2662.61;2646.05;9.8477;
1482;34.259;2665.1;2646.05;9.8477;
1483;34.273;2664.45;2646.05;9.8477;
1484;34.291;2663.53;2646.05;9.8477;
1485;34.303;2664.62;2646.05;9.8477;
1486;34.322;2663.7;2646.05;9.8477;
1487;34.336;2668.06;2646.05;9.8477;
1488;34.352;2668.99;2646.05;9.8477;
1489;34.369;2669.87;2646.05;9.8477;
1490;34.382;2668.97;2646.05;9.8477;
1491;34.406;2668.97;2646.05;9.8477;
1492;34.42;2669.08;2646.05;9.8477;
1493;34.434;2668.37;2646.05;9.8477;
1494;34.449;2676.27;2646.05;9.8477;
1495;34.463;2675.35;2646.05;9.8477;
1496;34.479;2675.35;2646.05;9.8477;
1497;34.491;2673.9;2646.05;9.8477;
1498;34.505;2672.81;2646.05;9.8477;
1499;34.516;2672.81;2646.05;9.8477;
1500;34.532;2670.15;2646.05;9.8477;
1501;34.544;2674.06;2646.05;9.8477;
1502;34.559;2675.15;2646.05;9.8477;
1503;34.575;2677.8;2646.05;9.8477;
1504;34.591;2676.72;2646.05;9.8477;
1505;34.605;2676.72;2646.05;9.8477;
1506;34.617;2689.56;2646.05;9.8477;
1507;34.631;2681.66;2646.05;9.8477;
1508;34.643;2679;2646.05;9.8477;
1509;34.658;2679;2646.05;9.8477;
1510;34.672;2678.04;2646.05;9.8477;
1511;34.686;2678.26;2646.05;9.8477;
1512;34.703;2678.85;2646.05;9.8477;
1513;34.717;2666.01;2646.05;9.8477;
1514;34.733;2667.1;2646.05;9.8477;
1515;34.748;2667.7;2646.05;9.8477;
1516;34.761;2667.7;2646.05;9.8477;
1517;34.778;2667.7;2646.05;9.8477;
1518;34.794;2667.59;2646.05;9.8477;
1519;34.806;2667.59;2646.05;9.8477;
1520;34.821;2661.06;2646.05;8.86293;
1521;34.834;2661.06;2646.05;8.86293;
1522;34.851;2659.97;2646.05;8.86293;
1523;34.862;2662.55;2646.05;8.86293;
1524;34.878;2662.55;2646.05;8.86293;
1525;34.891;2662.55;2646.05;8.86293;
1526;34.902;2662.55;2646.05;8.86293;
1527;34.918;2662.55;2646.05;8.86293;
1528;34.932;2662.55;2646.05;8.86293;
1529;34.947;2663.47;2646.05;8.86293;
1530;34.96;2663.47;2646.05;8.86293;
1531;34.975;2663.47;2646.05;8.86293;
1532;34.987;2663.47;2646.05;8.86293;
1533;35.002;2659.5;2646.05;8.86293;
1534;35.017;2659.61;2646.05;8.86293;
1535;35.028;2658.7;2646.05;8.86293;
1536;35.045;2671.23;2646.05;8.86293;
1537;35.058;2671.23;2646.05;8.86293;
1538;35.07;2673.23;2646.05;8.86293;
1539;35.084;2671.02;2646.05;8.86293;
1540;35.098;2670.43;2646.05;8.86293;
1541;35.112;2670.43;2646.05;8.86293;
1542;35.123;2670.43;2646.05;8.86293;
1543;35.139;2671.14;2646.05;8.86293;
1544;35.151;2670.84;2646.05;8.86293;
1545;35.165;2670.58;2646.05;8.86293;
1546;35.179;2670.98;2646.05;8.86293;
1547;35.195;2666.58;2646.05;8.86293;
1548;35.208;2666.58;2646.05;8.86293;
1549;35.221;2667.19;2646.05;8.86293;
1550;35.238;2666.91;2646.05;8.86293;
1551;35.25;2666.78;2646.05;8.86293;
1552;35.265;2665.96;2646.05;8.86293;
1553;35.276;2668.32;2646.05;8.86293;
1554;35.291;2668.32;2646.05;8.86293;
1555;35.308;2667.37;2646.05;8.86293;
1556;35.32;2671.65;2646.05;8.86293;
1557;35.331;2671.65;2646.05;8.86293;
1558;35.349;2671.65;2646.05;8.86293;
1559;35.361;2670.94;2646.05;8.86293;
1560;35.377;2670.94;2646.05;8.86293;
1561;35.391;2666.67;2646.05;8.86293;
1562;35.409;2669.32;2646.05;8.86293;
1563;35.421;2670.59;2646.05;8.86293;
1564;35.437;2670.59;2646.05;8.86293;
1565;35.453;2670.48;2646.05;8.86293;
1566;35.469;2670.48;2646.05;8.86293;
1567;35.486;2670.48;2646.05;8.86293;
1568;35.499;2669.6;2646.05;8.86293;
1569;35.515;2669.6;2646.05;8.86293;
1570;35.529;2669.6;2646.05;8.86293;
1571;35.541;2666.95;2646.05;8.86293;
1572;35.556;2665.85;2646.05;8.86293;
1573;35.571;2666.73;2646.05;8.86293;
1574;35.586;2660.13;2646.05;8.86293;
1575;35.601;2662.3;2646.05;8.86293;
1576;35.615;2663.38;2646.05;8.86293;
1577;35.631;2662.68;2646.05;8.86293;
1578;35.644;2658.9;2646.05;8.86293;
1579;35.658;2655.24;2646.05;8.86293;
1580;35.674;2661.53;2646.05;8.86293;
1581;35.689;2660.81;2646.05;8.86293;
1582;35.704;2663.38;2646.05;8.86293;
1583;35.717;2662.78;2646.05;8.86293;
1584;35.733;2662.51;2646.05;8.86293;
1585;35.744;2662.9;2646.05;7.97664;
1586;35.761;2664.49;2646.05;7.97664;
1587;35.777;2665.1;2646.05;7.97664;
1588;35.793;2665.1;2646.05;7.97664;
1589;35.807;2665.11;2646.05;7.97664;
1590;35.82;2665.1;2646.05;7.97664;
1591;35.831;2665.1;2646.05;7.97664;
1592;35.846;2664.01;2646.05;7.97664;
1593;35.861;2664.01;2646.05;7.97664;
1594;35.876;2663.62;2646.05;7.97664;
1595;35.889;2663.43;2646.05;7.97664;
1596;35.904;2663.62;2646.05;7.97664;
1597;35.92;2664.09;2646.05;7.97664;
1598;35.933;2663.62;2646.05;7.97664;
1599;35.947;2662.74;2646.05;7.97664;
1600;35.961;2660.58;2646.05;7.97664;
1601;35.977;2660.69;2646.05;7.97664;
1602;35.99;2663.63;2646.05;7.97664;
1603;36.006;2665.79;2646.05;7.97664;
1604;36.017;2659.51;2646.05;7.97664;
1605;36.033;2656.74;2646.05;7.97664;
1606;36.045;2656.74;2646.05;7.97664;
1607;36.061;2656.13;2646.05;7.97664;
1608;36.075;2654.54;2646.05;7.97664;
1609;36.09;2654.54;2646.05;7.97664;
1610;36.103;2654.54;2646.05;7.97664;
1611;36.117;2655.14;2646.05;7.97664;
1612;36.134;2655.85;2646.05;7.97664;
1613;36.145;2655.85;2646.05;7.97664;
1614;36.159;2648.9;2646.05;7.97664;
1615;36.169;2648.71;2646.05;7.97664;
1616;36.185;2648.99;2646.05;7.97664;
1617;36.196;2649.94;2646.05;7.97664;
1618;36.209;2649.94;2646.05;7.97664;
1619;36.226;2649.66;2646.05;7.97664;
1620;36.24;2646.72;2646.05;7.97664;
1621;36.256;2650.27;2646.05;7.97664;
1622;36.267;2650.46;2646.05;7.97664;
1623;36.282;2652.05;2646.05;7.97664;
1624;36.296;2653.14;2646.05;7.97664;
1625;36.308;2652.05;2646.05;7.97664;
1626;36.324;2651.75;2646.05;7.97664;
1627;36.34;2651.01;2646.05;7.97664;
1628;36.356;2650.41;2646.05;7.97664;
1629;36.371;2650.41;2646.05;7.97664;
1630;36.389;2663.18;2646.05;7.97664;
1631;36.401;2664.06;2646.05;7.97664;
1632;36.416;2660.51;2646.05;7.97664;
1633;36.431;2659.56;2646.05;7.97664;
1634;36.445;2657.63;2646.05;7.97664;
1635;36.457;2646.79;2646.05;7.97664;
1636;36.471;2647.39;2646.05;7.97664;
1637;36.483;2652.37;2646.05;7.97664;
1638;36.499;2653.46;2646.05;7.97664;
1639;36.514;2648.48;2646.05;7.97664;
1640;36.528;2647.6;2646.05;7.97664;
1641;36.542;2647.6;2646.05;7.97664;
1642;36.554;2646.51;2646.05;7.97664;
1643;36.57;2649.45;2646.05;7.97664;
1644;36.584;2652.08;2646.05;7.97664;
1645;36.596;2655.3;2646.05;7.97664;
1646;36.612;2658.62;2646.05;7.97664;
1647;36.624;2658.22;2646.05;7.97664;
1648;36.638;2659.67;2646.05;7.97664;
1649;36.651;2666.24;2646.05;7.97664;
1650;36.668;2666.24;2646.05;7.17898;
1651;36.682;2666.24;2646.05;7.17898;
1652;36.694;2668.2;2646.05;7.17898;
1653;36.713;2672.64;2646.05;7.17898;
1654;36.727;2674.59;2646.05;7.17898;
1655;36.739;2673.99;2646.05;7.17898;
1656;36.754;2674.54;2646.05;7.17898;
1657;36.767;2674.54;2646.05;7.17898;
1658;36.781;2674.84;2646.05;7.17898;
1659;36.793;2673.93;2646.05;7.17898;
1660;36.808;2673.93;2646.05;7.17898;
1661;36.825;2673.93;2646.05;7.17898;
1662;36.841;2672.36;2646.05;7.17898;
1663;36.856;2678.65;2646.05;7.17898;
1664;36.873;2679.25;2646.05;7.17898;
1665;36.888;2679.25;2646.05;7.17898;
1666;36.903;2678.7;2646.05;7.17898;
1667;36.916;2672.41;2646.05;7.17898;
1668;36.931;2676.91;2646.05;7.17898;
1669;36.945;2676.91;2646.05;7.17898;
1670;36.959;2674.25;2646.05;7.17898;
1671;36.976;2673.95;2646.05;7.17898;
1672;36.988;2667.26;2646.05;7.17898;
1673;37.004;2663.87;2646.05;7.17898;
1674;37.018;2660.65;2646.05;7.17898;
1675;37.033;2660.64;2646.05;7.17898;
1676;37.047;2660.91;2646.05;7.17898;
1677;37.061;2664.13;2646.05;7.17898;
1678;37.077;2664.02;2646.05;7.17898;
1679;37.094;2664.03;2646.05;7.17898;
1680;37.108;2664.59;2646.05;7.17898;
1681;37.124;2664.78;2646.05;7.17898;
1682;37.139;2664.5;2646.05;7.17898;
1683;37.152;2670.78;2646.05;7.17898;
1684;37.166;2670.77;2646.05;7.17898;
1685;37.18;2674.16;2646.05;7.17898;
1686;37.198;2674.27;2646.05;7.17898;
1687;37.212;2674.16;2646.05;7.17898;
1688;37.225;2667.44;2646.05;7.17898;
1689;37.237;2667.04;2646.05;7.17898;
1690;37.253;2663.65;2646.05;7.17898;
1691;37.268;2663.92;2646.05;7.17898;
1692;37.282;2661.78;2646.05;7.17898;
1693;37.296;2665.17;2646.05;7.17898;
1694;37.31;2669.01;2646.05;7.17898;
1695;37.323;2675.58;2646.05;7.17898;
1696;37.338;2675.31;2646.05;7.17898;
1697;37.353;2676.92;2646.05;7.17898;
1698;37.365;2675.31;2646.05;7.17898;
1699;37.381;2677.96;2646.05;7.17898;
1700;37.392;2677.97;2646.05;7.17898;
1701;37.408;2679.54;2646.05;7.17898;
1702;37.427;2679.81;2646.05;7.17898;
1703;37.441;2678.98;2646.05;7.17898;
1704;37.452;2678.42;2646.05;7.17898;
1705;37.471;2676.29;2646.05;7.17898;
1706;37.485;2670;2646.05;7.17898;
1707;37.497;2670.01;2646.05;7.17898;
1708;37.515;2665.15;2646.05;7.17898;
1709;37.53;2663.57;2646.05;7.17898;
1710;37.541;2664.13;2646.05;7.17898;
1711;37.556;2663.85;2646.05;7.17898;
1712;37.57;2663.14;2646.05;7.17898;
1713;37.581;2663.14;2646.05;7.17898;
1714;37.596;2663.69;2646.05;7.17898;
1715;37.613;2666.81;2646.05;6.46108;
1716;37.624;2667.76;2646.05;6.46108;
1717;37.639;2667.76;2646.05;6.46108;
1718;37.65;2668.69;2646.05;6.46108;
1719;37.667;2666.03;2646.05;6.46108;
1720;37.68;2666.31;2646.05;6.46108;
1721;37.693;2665.76;2646.05;6.46108;
1722;37.705;2662.64;2646.05;6.46108;
1723;37.721;2663.25;2646.05;6.46108;
1724;37.736;2663.56;2646.05;6.46108;
1725;37.75;2662.67;2646.05;6.46108;
1726;37.762;2662.67;2646.05;6.46108;
1727;37.779;2662.36;2646.05;6.46108;
1728;37.796;2661.75;2646.05;6.46108;
1729;37.811;2661.75;2646.05;6.46108;
1730;37.827;2661.75;2646.05;6.46108;
1731;37.844;2661.75;2646.05;6.46108;
1732;37.86;2661.14;2646.05;6.46108;
1733;37.874;2660.21;2646.05;6.46108;
1734;37.89;2660.21;2646.05;6.46108;
1735;37.905;2662.35;2646.05;6.46108;
1736;37.921;2663.55;2646.05;6.46108;
1737;37.938;2662.58;2646.05;6.46108;
1738;37.953;2663.18;2646.05;6.46108;
1739;37.966;2664.8;2646.05;6.46108;
1740;37.981;2664.8;2646.05;6.46108;
1741;37.993;2665.1;2646.05;6.46108;
1742;38.009;2660.66;2646.05;6.46108;
1743;38.02;2660.38;2646.05;6.46108;
1744;38.035;2660.66;2646.05;6.46108;
1745;38.049;2659.05;2646.05;6.46108;
1746;38.061;2658.77;2646.05;6.46108;
1747;38.077;2658.77;2646.05;6.46108;
1748;38.093;2658.77;2646.05;6.46108;
1749;38.106;2658.61;2646.05;6.46108;
1750;38.123;2656.48;2646.05;6.46108;
1751;38.138;2656.48;2646.05;6.46108;
1752;38.151;2656.88;2646.05;6.46108;
1753;38.167;2656.88;2646.05;6.46108;
1754;38.179;2657.81;2646.05;6.46108;
1755;38.192;2657.81;2646.05;6.46108;
1756;38.204;2658.09;2646.05;6.46108;
1757;38.22;2651.55;2646.05;6.46108;
1758;38.235;2649.42;2646.05;6.46108;
1759;38.247;2648.49;2646.05;6.46108;
1760;38.263;2650.61;2646.05;6.46108;
1761;38.277;2655.05;2646.05;6.46108;
1762;38.291;2652.92;2646.05;6.46108;
1763;38.305;2652.92;2646.05;6.46108;
1764;38.321;2651.72;2646.05;6.46108;
1765;38.336;2654.38;2646.05;6.46108;
1766;38.353;2654.38;2646.05;6.46108;
1767;38.368;2653.77;2646.05;6.46108;
1768;38.385;2657.39;2646.05;6.46108;
1769;38.397;2653.55;2646.05;6.46108;
1770;38.412;2653.56;2646.05;6.46108;
1771;38.424;2659.85;2646.05;6.46108;
1772;38.443;2659.85;2646.05;6.46108;
1773;38.454;2657.19;2646.05;6.46108;
1774;38.471;2656.1;2646.05;6.46108;
1775;38.489;2657.19;2646.05;6.46108;
1776;38.506;2657.79;2646.05;6.46108;
1777;38.526;2657.79;2646.05;6.46108;
1778;38.54;2657.19;2646.05;6.46108;
1779;38.555;2657.19;2646.05;5.81497;
1780;38.57;2657.65;2646.05;5.81497;
1781;38.587;2659.82;2646.05;5.81497;
1782;38.602;2661.95;2646.05;5.81497;
1783;38.617;2661.95;2646.05;5.81497;
1784;38.63;2661.49;2646.05;5.81497;
1785;38.644;2672.33;2646.05;5.81497;
1786;38.662;2673.93;2646.05;5.81497;
1787;38.685;2673.93;2646.05;5.81497;
1788;38.705;2663.08;2646.05;5.81497;
1789;38.72;2661.49;2646.05;5.81497;
1790;38.733;2661.21;2646.05;5.81497;
1791;38.752;2661.21;2646.05;5.81497;
1792;38.768;2654.93;2646.05;5.81497;
1793;38.779;2654.52;2646.05;5.81497;
1794;38.798;2654.8;2646.05;5.81497;
1795;38.811;2654.8;2646.05;5.81497;
1796;38.823;2654.8;2646.05;5.81497;
1797;38.846;2657.46;2646.05;5.81497;
1798;38.862;2656.61;2646.05;5.81497;
1799;38.882;2655.52;2646.05;5.81497;
1800;38.901;2655.22;2646.05;5.81497;
1801;38.92;2655.22;2646.05;5.81497;
1802;38.937;2651.56;2646.05;5.81497;
1803;38.949;2651.56;2646.05;5.81497;
1804;38.971;2651.56;2646.05;5.81497;
1805;38.986;2655.4;2646.05;5.81497;
1806;38.996;2655.4;2646.05;5.81497;
1807;39.015;2655.4;2646.05;5.81497;
1808;39.026;2655.4;2646.05;5.81497;
1809;39.043;2656.49;2646.05;5.81497;
1810;39.057;2656.48;2646.05;5.81497;
1811;39.073;2653.82;2646.05;5.81497;
1812;39.087;2652.74;2646.05;5.81497;
1813;39.109;2653.67;2646.05;5.81497;
1814;39.121;2656.32;2646.05;5.81497;
1815;39.134;2657.89;2646.05;5.81497;
1816;39.146;2657.89;2646.05;5.81497;
1817;39.165;2657.89;2646.05;5.81497;
1818;39.176;2657.89;2646.05;5.81497;
1819;39.191;2657.89;2646.05;5.81497;
1820;39.204;2657.89;2646.05;5.81497;
1821;39.221;2651.44;2646.05;5.81497;
1822;39.236;2649.3;2646.05;5.81497;
1823;39.254;2647.74;2646.05;5.81497;
1824;39.273;2647.74;2646.05;5.81497;
1825;39.293;2647.74;2646.05;5.81497;
1826;39.31;2647.74;2646.05;5.81497;
1827;39.33;2647.74;2646.05;5.81497;
1828;39.35;2648.83;2646.05;5.81497;
1829;39.369;2647.74;2646.05;5.81497;
1830;39.392;2647.74;2646.05;5.81497;
1831;39.405;2646.81;2646.05;5.81497;
1832;39.418;2647.74;2646.05;5.81497;
1833;39.501;2645.08;2645.08;5.81497;
1834;39.521;2645.08;2645.08;5.81497;
1835;39.534;2648.63;2645.08;5.81497;
1836;39.547;2649.72;2645.08;5.81497;
1837;39.562;2649.88;2645.08;5.81497;
1838;39.578;2649.88;2645.08;5.81497;
1839;39.596;2649.87;2645.08;5.81497;
1840;39.616;2652.3;2645.08;5.23347;
1841;39.627;2657.1;2645.08;5.23347;
1842;39.644;2656.01;2645.08;5.23347;
1843;39.66;2657.1;2645.08;5.23347;
1844;39.676;2652.3;2645.08;5.23347;
1845;39.694;2653.19;2645.08;5.23347;
1846;39.705;2652.97;2645.08;5.23347;
1847;39.725;2655.62;2645.08;5.23347;
1848;39.738;2653.19;2645.08;5.23347;
1849;39.752;2653.49;2645.08;5.23347;
1850;39.769;2653.49;2645.08;5.23347;
1851;39.783;2653.34;2645.08;5.23347;
1852;39.796;2649.79;2645.08;5.23347;
1853;39.815;2650.64;2645.08;5.23347;
1854;39.834;2649.75;2645.08;5.23347;
1855;39.846;2655.28;2645.08;5.23347;
1856;39.866;2654.37;2645.08;5.23347;
1857;39.877;2654.36;2645.08;5.23347;
1858;39.895;2654.08;2645.08;5.23347;
1859;39.91;2654.08;2645.08;5.23347;
1860;39.921;2655;2645.08;5.23347;
1861;39.943;2655;2645.08;5.23347;
1862;39.955;2655;2645.08;5.23347;
1863;39.972;2655.3;2645.08;5.23347;
1864;39.992;2657.73;2645.08;5.23347;
1865;40.005;2655.3;2645.08;5.23347;
1866;40.023;2655.3;2645.08;5.23347;
1867;40.038;2652.64;2645.08;5.23347;
1868;40.051;2652.82;2645.08;5.23347;
1869;40.069;2656.04;2645.08;5.23347;
1870;40.08;2656.31;2645.08;5.23347;
1871;40.1;2656.15;2645.08;5.23347;
1872;40.119;2659.27;2645.08;5.23347;
1873;40.14;2659.68;2645.08;5.23347;
1874;40.151;2659.68;2645.08;5.23347;
1875;40.167;2659.68;2645.08;5.23347;
1876;40.19;2659.55;2645.08;5.23347;
1877;40.204;2656.68;2645.08;5.23347;
1878;40.221;2656.4;2645.08;5.23347;
1879;40.237;2659.06;2645.08;5.23347;
1880;40.252;2656.4;2645.08;5.23347;
1881;40.271;2653.28;2645.08;5.23347;
1882;40.286;2653.28;2645.08;5.23347;
1883;40.3;2651.83;2645.08;5.23347;
1884;40.319;2651.83;2645.08;5.23347;
1885;40.33;2651.66;2645.08;5.23347;
1886;40.345;2651.66;2645.08;5.23347;
1887;40.365;2651.66;2645.08;5.23347;
1888;40.382;2651.67;2645.08;5.23347;
1889;40.394;2658.21;2645.08;5.23347;
1890;40.415;2652.68;2645.08;5.23347;
1891;40.427;2652.84;2645.08;5.23347;
1892;40.446;2652.84;2645.08;5.23347;
1893;40.463;2653.11;2645.08;5.23347;
1894;40.478;2653.11;2645.08;5.23347;
1895;40.494;2658.59;2645.08;5.23347;
1896;40.509;2658.43;2645.08;5.23347;
1897;40.521;2658.43;2645.08;5.23347;
1898;40.54;2652.95;2645.08;5.23347;
1899;40.551;2652.34;2645.08;5.23347;
1900;40.569;2652.06;2645.08;5.23347;
1901;40.593;2652.34;2645.08;5.23347;
1902;40.608;2651.73;2645.08;5.23347;
1903;40.628;2654.39;2645.08;5.23347;
1904;40.646;2655;2645.08;4.71013;
1905;40.664;2652.12;2645.08;4.71013;
1906;40.679;2657.66;2645.08;4.71013;
1907;40.695;2657.66;2645.08;4.71013;
1908;40.715;2657.66;2645.08;4.71013;
1909;40.729;2655;2645.08;4.71013;
1910;40.741;2655;2645.08;4.71013;
